시군명,발생년도,발생일자,주야구분명,사고요일,사고유형_대분류,사고유형,법규위반내용,도로형태_대분류,도로형태,당사자1_대분류,당사자1_차종,당사자2_대분류,당사자2_차종,사망자수,중상자수,부상자수,부상신고자수,경상자수
수원시,2014,2014-03-22 01시,야간,토요일,차대차,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,화물차,소형,1,0,1,0,0
남양주시,2014,2014-03-21 22시,야간,금요일,차량단독,공작물충돌,안전운전 의무 불이행,교차로,교차로내,이륜차,중형,없음,없음,1,0,1,0,0
파주시,2014,2014-03-21 20시,야간,금요일,차대차,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,중형,승용차,중형,1,1,2,0,0
화성시,2014,2014-03-21 19시,야간,금요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,없음,없음,1,0,1,0,0
남양주시,2014,2014-03-21 07시,주간,금요일,차대차,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,중형,건설기계,건설기계,1,0,1,0,0
화성시,2014,2014-03-20 07시,주간,목요일,차량단독,기타,중앙선 침범,단일로,기타단일로,이륜차,소형,없음,없음,1,0,1,0,0
수원시,2014,2014-03-19 20시,야간,수요일,차대차,측면충돌,신호위반,교차로,교차로내,승용차,중형,승용차,경형,3,2,6,0,1
양주시,2014,2014-03-19 14시,주간,수요일,차대차,진행중 추돌,진로양보 의무 불이행,교차로,교차로내,원동기장치자전거,원동기장치자전거,화물차,대형,1,0,1,0,0
수원시,2014,2014-03-18 21시,야간,화요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0
안산시,2014,2014-03-17 20시,야간,월요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0
수원시,2014,2014-03-16 21시,야간,일요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0
평택시,2014,2014-03-16 15시,주간,일요일,차대사람,기타,보행자 보호의무 위반,교차로,교차로내,승합차,중형,보행자,보행자,1,0,1,0,0
고양시,2014,2014-03-16 04시,야간,일요일,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,중형,화물차,중형,1,0,2,0,1
화성시,2014,2014-03-16 03시,야간,일요일,차대사람,기타,안전운전 의무 불이행,기타/불명,기타/불명,화물차,대형,보행자,보행자,1,0,1,0,0
화성시,2014,2014-03-15 09시,주간,토요일,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,없음,없음,1,0,1,0,0
화성시,2014,2014-03-15 05시,야간,토요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,없음,없음,2,0,2,0,0
양주시,2014,2014-03-15 02시,야간,토요일,차대사람,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,보행자,보행자,1,0,1,0,0
화성시,2014,2014-03-14 15시,주간,금요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,1,0,1,0,0
오산시,2014,2014-03-14 11시,주간,금요일,차대차,측면충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,승용차,중형,1,0,1,0,0
의왕시,2014,2014-03-14 02시,야간,금요일,차대차,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,화물차,중형,1,1,2,0,0
여주시,2014,2014-03-13 21시,야간,목요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로부근,승합차,소형,보행자,보행자,1,0,1,0,0
고양시,2014,2014-03-13 14시,주간,목요일,차대차,주정차중 추돌,안전운전 의무 불이행,단일로,횡단보도상,화물차,경형,이륜차,중형,1,0,1,0,0
의정부시,2014,2014-03-10 19시,야간,월요일,차대차,측면충돌,신호위반,교차로,교차로내,건설기계,건설기계,이륜차,중형,1,0,1,0,0
의정부시,2014,2014-03-10 19시,야간,월요일,차대사람,보도통행중,안전운전 의무 불이행,교차로,교차로부근,화물차,경형,보행자,보행자,1,0,1,0,0
성남시,2014,2014-03-10 12시,주간,월요일,차대차,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승합차,대형,자전거,자전거,1,0,1,0,0
평택시,2014,2014-03-10 06시,주간,월요일,차대사람,기타,과속,단일로,교량위,승용차,중형,보행자,보행자,1,0,1,0,0
성남시,2014,2014-03-09 08시,주간,일요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,터널안,화물차,소형,없음,없음,1,0,1,0,0
성남시,2014,2014-03-08 14시,주간,토요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0
안산시,2014,2014-03-07 08시,주간,금요일,차대차,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,소형,자전거,자전거,1,0,1,0,0
용인시,2014,2014-03-07 04시,야간,금요일,차대차,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,화물차,대형,1,0,2,0,1
안산시,2014,2014-03-07 03시,야간,금요일,차대차,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,화물차,중형,1,0,1,0,0
이천시,2014,2014-03-06 19시,야간,목요일,차대차,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,불명,불명,1,0,1,0,0
동두천시,2014,2014-03-05 11시,주간,수요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,1,0,1,0,0
김포시,2014,2014-03-05 07시,주간,수요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,1,0,1,0,0
시흥시,2014,2014-03-04 09시,주간,화요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,대형,보행자,보행자,1,0,1,0,0
광명시,2014,2014-03-04 09시,주간,화요일,차대차,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,화물차,소형,1,0,1,0,0
평택시,2014,2014-03-04 06시,주간,화요일,차대차,측면충돌,신호위반,교차로,교차로내,화물차,소형,화물차,대형,1,6,7,0,0
포천시,2014,2014-03-04 04시,야간,화요일,차량단독,공작물충돌,안전운전 의무 불이행,교차로,교차로내,승용차,중형,없음,없음,1,0,1,0,0
시흥시,2014,2014-03-04 02시,야간,화요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,1,2,3,0,0
연천군,2014,2014-03-03 20시,야간,월요일,차대사람,횡단중,과속,교차로,교차로부근,승용차,소형,보행자,보행자,1,0,1,0,0
가평군,2014,2014-03-03 09시,주간,월요일,차량단독,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,이륜차,사발이,없음,없음,1,0,1,0,0
평택시,2014,2014-03-02 16시,주간,일요일,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,1,1,2,0,0
평택시,2014,2014-03-02 01시,야간,일요일,차대사람,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,특수차,대형,보행자,보행자,1,0,1,0,0
의왕시,2014,2014-03-01 21시,야간,토요일,차대차,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,화물차,중형,1,0,1,0,0
가평군,2014,2014-03-01 16시,주간,토요일,차량단독,기타,기타(운전자법규위반),단일로,기타단일로,승합차,중형,없음,없음,1,0,1,0,0
고양시,2014,2014-03-01 00시,야간,토요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0
화성시,2014,2014-02-27 11시,주간,목요일,차대차,측면충돌,신호위반,교차로,교차로내,화물차,중형,원동기장치자전거,원동기장치자전거,1,0,1,0,0
광주시,2014,2014-02-27 07시,주간,목요일,차대사람,횡단중,신호위반,교차로,교차로부근,승합차,대형,보행자,보행자,1,0,1,0,0
이천시,2014,2014-02-27 02시,야간,목요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,없음,없음,1,0,1,0,0
의왕시,2014,2014-02-26 17시,주간,수요일,차대차,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,승용차,대형,1,1,2,0,0
용인시,2014,2014-02-26 13시,주간,수요일,차대차,측면충돌,신호위반,교차로,교차로내,화물차,중형,화물차,소형,1,0,2,1,0
성남시,2014,2014-02-26 00시,야간,수요일,차량단독,공작물충돌,과속,교차로,교차로내,승용차,중형,없음,없음,1,1,2,0,0
화성시,2014,2014-02-25 23시,야간,화요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,소형,보행자,보행자,1,0,1,0,0
화성시,2014,2014-02-25 18시,야간,화요일,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,이륜차,사발이,없음,없음,1,0,1,0,0
안산시,2014,2014-02-24 21시,야간,월요일,차량단독,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,화물차,소형,없음,없음,1,0,1,0,0
화성시,2014,2014-02-24 19시,야간,월요일,차대사람,보도통행중,보행자과실,교차로,교차로부근,승합차,중형,보행자,보행자,1,0,2,0,1
화성시,2014,2014-02-24 04시,야간,월요일,차대차,기타,안전운전 의무 불이행,교차로,교차로부근,승합차,소형,화물차,소형,1,0,1,0,0
파주시,2014,2014-02-24 02시,야간,월요일,차대차,정면충돌,중앙선 침범,교차로,교차로부근,승용차,소형,승용차,소형,1,1,2,0,0
의정부시,2014,2014-02-23 23시,야간,일요일,차대차,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,화물차,대형,1,0,1,0,0
고양시,2014,2014-02-22 06시,주간,토요일,차대차,측면충돌,중앙선 침범,단일로,기타단일로,승용차,중형,화물차,대형,1,0,2,0,1
안성시,2014,2014-02-21 11시,주간,금요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,1,0,1,0,0
안양시,2014,2014-02-21 05시,야간,금요일,차대차,주정차중 추돌,안전운전 의무 불이행,교차로,교차로부근,승용차,대형,이륜차,중형,1,0,1,0,0
안산시,2014,2014-02-21 04시,야간,금요일,차대사람,기타,안전운전 의무 불이행,교차로,교차로내,승용차,중형,보행자,보행자,1,0,1,0,0
파주시,2014,2014-02-21 03시,야간,금요일,차대차,측면충돌,중앙선 침범,단일로,기타단일로,승용차,소형,승용차,중형,1,2,3,0,0
평택시,2014,2014-02-20 20시,야간,목요일,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,없음,없음,1,0,1,0,0
성남시,2014,2014-02-20 04시,야간,목요일,차대차,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,승용차,중형,1,3,9,4,1
의왕시,2014,2014-02-19 14시,주간,수요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,없음,없음,1,0,2,0,1
평택시,2014,2014-02-19 11시,주간,수요일,차대사람,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,소형,보행자,보행자,1,0,1,0,0
수원시,2014,2014-02-18 18시,야간,화요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,소형,보행자,보행자,1,0,1,0,0
안산시,2014,2014-02-18 16시,주간,화요일,차대차,측면충돌,안전운전 의무 불이행,교차로,교차로내,승합차,대형,자전거,자전거,1,0,1,0,0
광주시,2014,2014-02-18 06시,주간,화요일,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,중형,건설기계,건설기계,1,0,2,0,1
파주시,2014,2014-02-18 06시,주간,화요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,대형,보행자,보행자,1,0,1,0,0
안산시,2014,2014-02-18 03시,야간,화요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,보행자,보행자,1,0,4,0,3
오산시,2014,2014-02-17 20시,야간,월요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,1,0,1,0,0
김포시,2014,2014-02-17 12시,주간,월요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로부근,승합차,중형,보행자,보행자,1,0,1,0,0
시흥시,2014,2014-02-17 10시,주간,월요일,차대차,기타,안전운전 의무 불이행,교차로,교차로내,원동기장치자전거,원동기장치자전거,화물차,중형,1,0,1,0,0
안성시,2014,2014-02-17 05시,야간,월요일,차대차,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,대형,화물차,중형,1,0,1,0,0
화성시,2014,2014-02-16 22시,야간,일요일,차대사람,기타,신호위반,교차로,교차로내,승용차,소형,보행자,보행자,1,0,1,0,0
화성시,2014,2014-02-16 02시,야간,일요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,승용차,중형,1,1,2,0,0
성남시,2014,2014-02-16 02시,야간,일요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0
남양주시,2014,2014-02-15 14시,주간,토요일,차대차,정면충돌,신호위반,교차로,교차로내,승용차,중형,승합차,대형,2,1,19,7,9
평택시,2014,2014-02-15 05시,야간,토요일,차대차,기타,교차로 통행방법 위반,교차로,교차로내,승용차,중형,승합차,대형,1,0,4,0,3
시흥시,2014,2014-02-14 18시,야간,금요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,승용차,중형,1,0,1,0,0
포천시,2014,2014-02-14 14시,주간,금요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,1,1,3,0,1
고양시,2014,2014-02-14 02시,야간,금요일,차대차,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,중형,원동기장치자전거,원동기장치자전거,1,0,1,0,0
김포시,2014,2014-02-13 19시,야간,목요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,보행자,보행자,1,0,1,0,0
화성시,2014,2014-02-13 10시,주간,목요일,차대사람,기타,중앙선 침범,단일로,기타단일로,화물차,대형,보행자,보행자,1,0,1,0,0
군포시,2014,2014-02-13 09시,주간,목요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,특수차,대형,보행자,보행자,1,0,1,0,0
시흥시,2014,2014-02-13 07시,주간,목요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,보행자,보행자,1,0,1,0,0
오산시,2014,2014-02-13 03시,야간,목요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,1,0,1,0,0
부천시,2014,2014-02-13 03시,야간,목요일,차량단독,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,없음,없음,1,0,1,0,0
수원시,2014,2014-02-12 22시,야간,수요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,보행자,보행자,1,0,1,0,0
이천시,2014,2014-02-12 21시,야간,수요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0
화성시,2014,2014-02-12 11시,주간,수요일,차대사람,횡단중,신호위반,단일로,횡단보도상,건설기계,건설기계,보행자,보행자,1,0,1,0,0
수원시,2014,2014-02-12 00시,야간,수요일,차대사람,횡단중,보행자 보호의무 위반,단일로,횡단보도상,승용차,중형,보행자,보행자,1,1,2,0,0
수원시,2014,2014-02-11 20시,야간,화요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0
평택시,2014,2014-02-11 12시,주간,화요일,차대사람,기타,안전운전 의무 불이행,교차로,교차로부근,화물차,소형,보행자,보행자,1,0,2,0,1
부천시,2014,2014-02-11 10시,주간,화요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,대형,보행자,보행자,1,0,1,0,0
고양시,2014,2014-02-11 08시,주간,화요일,차대차,측면충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,화물차,소형,1,1,3,1,0
부천시,2014,2014-02-10 17시,주간,월요일,차대차,측면충돌,부당한 회전,단일로,기타단일로,원동기장치자전거,원동기장치자전거,승용차,중형,1,0,1,0,0
화성시,2014,2014-02-09 11시,주간,일요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,경형,보행자,보행자,1,0,1,0,0
안산시,2014,2014-02-09 02시,야간,일요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0
시흥시,2014,2014-02-08 01시,야간,토요일,차대차,측면충돌,중앙선 침범,단일로,기타단일로,승용차,경형,승용차,소형,1,1,2,0,0
용인시,2014,2014-02-07 22시,야간,금요일,차대차,정면충돌,신호위반,교차로,교차로부근,승용차,중형,승합차,대형,1,0,3,0,2
성남시,2014,2014-02-07 06시,주간,금요일,차대사람,기타,안전운전 의무 불이행,교차로,교차로내,승용차,중형,보행자,보행자,1,0,1,0,0
화성시,2014,2014-02-06 07시,주간,목요일,차대차,측면충돌,신호위반,교차로,교차로내,승용차,소형,승합차,중형,1,1,6,3,1
포천시,2014,2014-02-05 23시,야간,수요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,없음,없음,1,0,1,0,0
의정부시,2014,2014-02-04 23시,야간,화요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,1,0,1,0,0
고양시,2014,2014-02-04 05시,야간,화요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0
용인시,2014,2014-02-03 20시,야간,월요일,차대사람,차도통행중,과속,단일로,기타단일로,승용차,대형,보행자,보행자,1,0,1,0,0
남양주시,2014,2014-02-03 11시,주간,월요일,차대차,측면충돌,신호위반,교차로,교차로내,이륜차,소형,승용차,중형,1,0,1,0,0
평택시,2014,2014-02-03 06시,주간,월요일,차량단독,기타,기타(운전자법규위반),교차로,교차로내,승용차,소형,없음,없음,1,0,1,0,0
포천시,2014,2014-02-02 13시,주간,일요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,없음,없음,1,0,1,0,0
김포시,2014,2014-02-01 21시,야간,토요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,없음,없음,1,0,1,0,0
수원시,2014,2014-02-01 18시,야간,토요일,차대사람,기타,안전운전 의무 불이행,교차로,교차로내,화물차,중형,보행자,보행자,1,0,1,0,0
수원시,2014,2014-02-01 18시,야간,토요일,차대차,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,건설기계,건설기계,1,0,1,0,0
부천시,2014,2014-02-01 18시,야간,토요일,차대차,기타,직진 및 우회전차의 통행방해,단일로,기타단일로,승용차,소형,자전거,자전거,1,0,1,0,0
화성시,2014,2014-01-31 23시,야간,금요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,없음,없음,1,0,1,0,0
여주시,2014,2014-01-30 11시,주간,목요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,1,1,2,0,0
파주시,2014,2014-01-30 08시,주간,목요일,차대차,측면충돌,중앙선 침범,단일로,기타단일로,승용차,경형,승용차,중형,1,0,2,0,1
파주시,2014,2014-01-30 06시,주간,목요일,차대차,측면충돌,부당한 회전,교차로,교차로내,자전거,자전거,승합차,대형,1,0,1,0,0
부천시,2014,2014-01-30 03시,야간,목요일,차대차,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,자전거,자전거,1,0,1,0,0
용인시,2014,2014-01-30 01시,야간,목요일,차대차,측면충돌,신호위반,교차로,교차로내,승용차,소형,화물차,대형,1,0,1,0,0
이천시,2014,2014-01-29 23시,야간,수요일,차대차,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,승용차,경형,1,1,2,0,0
고양시,2014,2014-01-29 20시,야간,수요일,차대차,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,화물차,소형,1,0,1,0,0
고양시,2014,2014-01-28 23시,야간,화요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,2,3,0,0
의왕시,2014,2014-01-28 23시,야간,화요일,차대차,주정차중 추돌,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,승용차,중형,1,0,4,1,2
시흥시,2014,2014-01-28 22시,야간,화요일,차대차,기타,신호위반,교차로,교차로내,이륜차,중형,승합차,중형,1,0,1,0,0
평택시,2014,2014-01-28 13시,주간,화요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,화물차,대형,1,0,1,0,0
화성시,2014,2014-01-28 13시,주간,화요일,차대차,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,대형,승용차,소형,1,0,1,0,0
수원시,2014,2014-01-28 01시,야간,화요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0
양주시,2014,2014-01-27 15시,주간,월요일,차대차,진행중 추돌,교차로 통행방법 위반,교차로,교차로내,화물차,중형,승용차,중형,1,0,1,0,0
파주시,2014,2014-01-27 14시,주간,월요일,차대차,정면충돌,중앙선 침범,단일로,기타단일로,화물차,중형,화물차,소형,1,1,2,0,0
포천시,2014,2014-01-27 11시,주간,월요일,차량단독,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,사발이,없음,없음,1,0,1,0,0
남양주시,2014,2014-01-27 06시,주간,월요일,차대사람,횡단중,신호위반,교차로,교차로부근,승용차,대형,보행자,보행자,1,0,1,0,0
수원시,2014,2014-01-26 21시,야간,일요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0
남양주시,2014,2014-01-26 15시,주간,일요일,차대차,기타,안전운전 의무 불이행,교차로,교차로부근,원동기장치자전거,원동기장치자전거,화물차,경형,1,0,1,0,0
군포시,2014,2014-01-25 22시,야간,토요일,차대사람,횡단중,신호위반,단일로,횡단보도상,승합차,중형,보행자,보행자,1,0,1,0,0
평택시,2014,2014-01-24 23시,야간,금요일,차대사람,기타,안전운전 의무 불이행,교차로,교차로부근,화물차,대형,보행자,보행자,1,0,1,0,0
군포시,2014,2014-01-24 20시,야간,금요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,중형,보행자,보행자,1,0,1,0,0
포천시,2014,2014-01-24 18시,야간,금요일,차대사람,횡단중,안전운전 의무 불이행,단일로,횡단보도상,승용차,중형,보행자,보행자,1,0,1,0,0
안양시,2014,2014-01-24 05시,야간,금요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,없음,없음,1,0,1,0,0
부천시,2014,2014-01-24 05시,야간,금요일,차대사람,차도통행중,안전운전 의무 불이행,단일로,기타단일로,특수차,소형,보행자,보행자,1,0,1,0,0
양주시,2014,2014-01-23 13시,주간,목요일,차대사람,보도통행중,보행자 보호의무 위반,단일로,기타단일로,화물차,대형,보행자,보행자,1,0,1,0,0
고양시,2014,2014-01-23 12시,주간,목요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0
광주시,2014,2014-01-23 02시,야간,목요일,차대사람,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,보행자,보행자,1,0,1,0,0
수원시,2014,2014-01-22 03시,야간,수요일,차대차,정면충돌,중앙선 침범,교차로,교차로부근,승용차,중형,승용차,중형,1,1,4,0,2
안성시,2014,2014-01-21 12시,주간,화요일,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,1,0,1,0,0
시흥시,2014,2014-01-20 11시,주간,월요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,대형,보행자,보행자,1,0,1,0,0
남양주시,2014,2014-01-20 10시,주간,월요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,소형,보행자,보행자,1,0,1,0,0
화성시,2014,2014-01-20 08시,주간,월요일,차대차,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,자전거,자전거,1,0,1,0,0
남양주시,2014,2014-01-20 08시,주간,월요일,차대사람,기타,신호위반,교차로,교차로부근,승용차,대형,보행자,보행자,1,0,1,0,0
이천시,2014,2014-01-19 21시,야간,일요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0
동두천시,2014,2014-01-19 19시,야간,일요일,차대차,기타,중앙선 침범,단일로,기타단일로,승용차,중형,승용차,중형,1,1,2,0,0
평택시,2014,2014-01-19 18시,야간,일요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,1,1,2,0,0
평택시,2014,2014-01-19 09시,주간,일요일,차대차,측면충돌,신호위반,교차로,교차로내,승용차,중형,승합차,대형,1,0,4,1,2
동두천시,2014,2014-01-18 16시,주간,토요일,차대차,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,승용차,중형,1,0,1,0,0
안산시,2014,2014-01-17 19시,야간,금요일,차대사람,횡단중,신호위반,교차로,교차로내,승용차,소형,보행자,보행자,1,0,1,0,0
화성시,2014,2014-01-17 06시,주간,금요일,차량단독,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,경형,없음,없음,1,0,1,0,0
광명시,2014,2014-01-16 00시,야간,목요일,차대차,측면충돌,신호위반,교차로,교차로내,승용차,중형,자전거,자전거,1,0,1,0,0
광주시,2014,2014-01-15 08시,주간,수요일,차대사람,기타,안전운전 의무 불이행,교차로,교차로내,승합차,소형,보행자,보행자,1,0,1,0,0
부천시,2014,2014-01-14 05시,야간,화요일,차대사람,기타,안전운전 의무 불이행,교차로,교차로부근,승합차,대형,보행자,보행자,1,0,1,0,0
용인시,2014,2014-01-13 15시,주간,월요일,차대차,측면충돌,신호위반,교차로,교차로내,승용차,중형,승용차,중형,1,2,3,0,0
수원시,2014,2014-01-12 22시,야간,일요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0
안산시,2014,2014-01-12 02시,야간,일요일,차대차,주정차중 추돌,안전운전 의무 불이행,교차로,교차로부근,이륜차,중형,승용차,소형,1,1,2,0,0
평택시,2014,2014-01-11 23시,야간,토요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,1,0,1,0,0
과천시,2014,2014-01-11 22시,야간,토요일,차대사람,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0
남양주시,2014,2014-01-11 10시,주간,토요일,차대사람,횡단중,보행자 보호의무 위반,교차로,교차로부근,승합차,소형,보행자,보행자,1,0,1,0,0
안산시,2014,2014-01-11 07시,주간,토요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0
오산시,2014,2014-01-11 06시,주간,토요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,보행자,보행자,1,0,1,0,0
용인시,2014,2014-01-11 06시,주간,토요일,차대차,기타,안전운전 의무 불이행,교차로,교차로부근,화물차,대형,승용차,경형,1,0,1,0,0
성남시,2014,2014-01-09 13시,주간,목요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,보행자,보행자,1,0,1,0,0
평택시,2014,2014-01-09 02시,야간,목요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0
여주시,2014,2014-01-08 13시,주간,수요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,1,0,1,0,0
