시군명,발생년도,발생일자,주야구분명,사고요일,사고유형_대분류,사고유형,법규위반내용,도로형태_대분류,도로형태,당사자1_대분류,당사자1_차종,당사자2_대분류,당사자2_차종,사망자수,중상자수,부상자수,부상신고자수,경상자수
양평군,2014,2014-01-08 09시,주간,수요일,차대차,진행중 추돌,앞지르기 금지위반,단일로,기타단일로,화물차,소형,원동기장치자전거,원동기장치자전거,1,0,1,0,0
남양주시,2014,2014-01-08 09시,주간,수요일,차대차,기타,안전운전 의무 불이행,교차로,교차로부근,화물차,대형,승용차,중형,1,1,3,0,1
성남시,2014,2014-01-08 04시,야간,수요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,대형,보행자,보행자,1,0,1,0,0
파주시,2014,2014-01-08 03시,야간,수요일,차량단독,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,화물차,소형,없음,없음,1,2,3,0,0
여주시,2014,2014-01-07 13시,주간,화요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,소형,화물차,대형,1,0,3,0,2
파주시,2014,2014-01-07 06시,주간,화요일,차대사람,보도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0
시흥시,2014,2014-01-07 01시,야간,화요일,차량단독,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,소형,없음,없음,1,0,1,0,0
하남시,2014,2014-01-06 05시,야간,월요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,중형,보행자,보행자,1,0,1,0,0
안양시,2014,2014-01-04 18시,야간,토요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,1,0,1,0,0
용인시,2014,2014-01-03 20시,야간,금요일,차대차,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,승용차,중형,1,1,4,0,2
화성시,2014,2014-01-03 06시,주간,금요일,차대차,측면충돌,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,건설기계,건설기계,1,0,1,0,0
성남시,2014,2014-01-02 20시,야간,목요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로내,승합차,대형,보행자,보행자,1,0,1,0,0
수원시,2014,2014-01-02 18시,야간,목요일,차대사람,횡단중,신호위반,교차로,교차로내,승용차,중형,보행자,보행자,1,0,1,0,0
용인시,2014,2014-01-02 05시,야간,목요일,차대사람,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0
이천시,2014,2014-01-01 21시,야간,수요일,차대차,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,승용차,경형,1,0,1,0,0
광주시,2014,2014-01-01 18시,야간,수요일,차대사람,보도통행중,보행자 보호의무 위반,단일로,횡단보도상,승용차,중형,보행자,보행자,1,0,2,0,1
부천시,2014,2014-01-01 09시,주간,수요일,차대차,측면충돌,신호위반,교차로,교차로내,원동기장치자전거,원동기장치자전거,승용차,소형,1,0,1,0,0
부천시,2014,2014-01-01 02시,야간,수요일,차대사람,기타,안전운전 의무 불이행,교차로,교차로내,승용차,중형,보행자,보행자,1,0,1,0,0
시흥시,2013,2013-12-31 13시,주간,화요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,승용차,중형,1,1,2,0,0
양주시,2013,2013-12-31 00시,야간,화요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0
파주시,2013,2013-12-30 15시,주간,월요일,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,없음,없음,1,0,1,0,0
가평군,2013,2013-12-29 23시,야간,일요일,차대사람,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,1,0,1,0,0
남양주시,2013,2013-12-29 22시,야간,일요일,차대사람,횡단중,안전운전 의무 불이행,단일로,횡단보도상,승용차,중형,보행자,보행자,1,0,1,0,0
포천시,2013,2013-12-29 22시,야간,일요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,없음,없음,1,1,2,0,0
광주시,2013,2013-12-29 04시,야간,일요일,차대차,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,화물차,소형,2,0,3,0,1
남양주시,2013,2013-12-29 01시,야간,일요일,차대차,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,경형,특수차,대형,1,2,3,0,0
파주시,2013,2013-12-28 23시,야간,토요일,차대사람,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,1,0,1,0,0
안양시,2013,2013-12-28 23시,야간,토요일,차대차,주정차중 추돌,안전운전 의무 불이행,교차로,교차로부근,이륜차,소형,화물차,대형,1,0,1,0,0
시흥시,2013,2013-12-28 20시,야간,토요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,보행자,보행자,1,0,1,0,0
화성시,2013,2013-12-28 19시,야간,토요일,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,없음,없음,1,0,1,0,0
고양시,2013,2013-12-28 08시,주간,토요일,차량단독,도로이탈 추락,안전운전 의무 불이행,단일로,교량위,승용차,중형,없음,없음,1,0,1,0,0
양주시,2013,2013-12-28 01시,야간,토요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,없음,없음,1,0,1,0,0
수원시,2013,2013-12-27 07시,주간,금요일,차대사람,기타,신호위반,단일로,횡단보도상,건설기계,건설기계,보행자,보행자,1,0,1,0,0
안양시,2013,2013-12-27 00시,야간,금요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,2,0,1
수원시,2013,2013-12-26 23시,야간,목요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,보행자,보행자,1,0,1,0,0
화성시,2013,2013-12-26 20시,야간,목요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,경형,보행자,보행자,1,0,1,0,0
화성시,2013,2013-12-26 17시,주간,목요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로내,화물차,소형,보행자,보행자,1,0,1,0,0
평택시,2013,2013-12-26 04시,야간,목요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,1,0,1,0,0
화성시,2013,2013-12-25 21시,야간,수요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,보행자,보행자,1,0,1,0,0
수원시,2013,2013-12-24 22시,야간,화요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0
화성시,2013,2013-12-24 09시,주간,화요일,차대사람,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,1,0,1,0,0
평택시,2013,2013-12-24 08시,주간,화요일,차대차,기타,중앙선 침범,단일로,기타단일로,승용차,중형,승용차,중형,1,1,3,0,1
성남시,2013,2013-12-24 05시,야간,화요일,차대사람,기타,안전운전 의무 불이행,교차로,교차로부근,화물차,소형,보행자,보행자,1,0,1,0,0
성남시,2013,2013-12-23 22시,야간,월요일,차대사람,차도통행중,안전운전 의무 불이행,교차로,교차로부근,승합차,대형,보행자,보행자,1,0,1,0,0
고양시,2013,2013-12-23 18시,야간,월요일,차대사람,기타,보행자 보호의무 위반,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0
김포시,2013,2013-12-22 23시,야간,일요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,없음,없음,1,0,1,0,0
안산시,2013,2013-12-22 20시,야간,일요일,차대사람,차도통행중,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,보행자,보행자,1,0,1,0,0
고양시,2013,2013-12-22 05시,야간,일요일,차대사람,횡단중,보행자 보호의무 위반,교차로,교차로부근,화물차,소형,보행자,보행자,1,0,1,0,0
광주시,2013,2013-12-21 23시,야간,토요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,1,0,2,1,0
화성시,2013,2013-12-20 20시,야간,금요일,차대사람,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,보행자,보행자,1,0,1,0,0
화성시,2013,2013-12-20 10시,주간,금요일,차대사람,기타,안전운전 의무 불이행,교차로,교차로내,건설기계,건설기계,보행자,보행자,1,0,1,0,0
안양시,2013,2013-12-19 17시,주간,목요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,중형,보행자,보행자,1,0,1,0,0
고양시,2013,2013-12-19 06시,주간,목요일,차대사람,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1,0,1,0,0
남양주시,2013,2013-12-19 00시,야간,목요일,차대차,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,화물차,대형,1,1,2,0,0
용인시,2013,2013-12-18 15시,주간,수요일,차대차,측면충돌,신호위반,교차로,교차로부근,원동기장치자전거,원동기장치자전거,화물차,중형,1,0,1,0,0
부천시,2013,2013-12-18 09시,주간,수요일,차대차,진행중 추돌,안전거리 미확보,단일로,기타단일로,승용차,대형,승용차,소형,1,0,3,0,2
시흥시,2013,2013-12-18 07시,주간,수요일,차대사람,기타,안전운전 의무 불이행,단일로,횡단보도부근,승용차,중형,보행자,보행자,1,0,2,0,1
성남시,2013,2013-12-17 21시,야간,화요일,차대사람,기타,안전운전 의무 불이행,교차로,교차로내,승용차,중형,보행자,보행자,1,0,1,0,0
동두천시,2013,2013-12-17 18시,야간,화요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,소형,보행자,보행자,1,0,1,0,0
평택시,2013,2013-12-17 09시,주간,화요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로부근,화물차,대형,보행자,보행자,1,0,1,0,0
안산시,2013,2013-12-17 08시,주간,화요일,차대차,측면충돌,중앙선 침범,단일로,기타단일로,승용차,중형,승용차,중형,1,0,2,0,1
수원시,2013,2013-12-15 20시,야간,일요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,대형,보행자,보행자,1,0,1,0,0
고양시,2013,2013-12-15 06시,주간,일요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,없음,없음,1,0,1,0,0
안산시,2013,2013-12-14 23시,야간,토요일,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,1,2,4,0,1
의정부시,2013,2013-12-14 22시,야간,토요일,차대차,측면충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,소형,승용차,중형,1,3,4,0,0
부천시,2013,2013-12-14 19시,야간,토요일,차대사람,기타,안전운전 의무 불이행,교차로,교차로부근,승합차,대형,보행자,보행자,1,0,1,0,0
평택시,2013,2013-12-13 12시,주간,금요일,차대사람,기타,부당한 회전,단일로,기타단일로,화물차,소형,보행자,보행자,1,0,1,0,0
남양주시,2013,2013-12-12 19시,야간,목요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,없음,없음,1,0,1,0,0
안양시,2013,2013-12-12 19시,야간,목요일,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,경형,승합차,중형,1,0,2,1,0
부천시,2013,2013-12-12 09시,주간,목요일,차량단독,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,없음,없음,1,0,1,0,0
수원시,2013,2013-12-12 06시,주간,목요일,차대사람,기타,신호위반,교차로,교차로내,화물차,중형,보행자,보행자,1,0,1,0,0
군포시,2013,2013-12-12 02시,야간,목요일,차대차,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,승합차,소형,건설기계,건설기계,1,0,1,0,0
양주시,2013,2013-12-11 03시,야간,수요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,없음,없음,1,0,1,0,0
화성시,2013,2013-12-10 08시,주간,화요일,차대차,측면충돌,안전운전 의무 불이행,교차로,교차로부근,화물차,소형,화물차,소형,1,0,3,0,2
고양시,2013,2013-12-09 18시,야간,월요일,차대차,주정차중 추돌,안전운전 의무 불이행,교차로,교차로부근,화물차,소형,화물차,소형,1,0,4,0,3
용인시,2013,2013-12-09 16시,주간,월요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,대형,보행자,보행자,1,0,1,0,0
남양주시,2013,2013-12-08 18시,야간,일요일,차량단독,공작물충돌,안전운전 의무 불이행,기타/불명,기타/불명,승용차,중형,없음,없음,1,0,1,0,0
이천시,2013,2013-12-08 08시,주간,일요일,차대차,정면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,소형,화물차,대형,1,0,2,0,1
가평군,2013,2013-12-07 23시,야간,토요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,없음,없음,1,1,2,0,0
고양시,2013,2013-12-07 06시,주간,토요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,1,0,1,0,0
여주시,2013,2013-12-06 19시,야간,금요일,차량단독,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,없음,없음,1,0,1,0,0
광명시,2013,2013-12-06 11시,주간,금요일,차대차,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,자전거,자전거,1,0,1,0,0
광주시,2013,2013-12-06 09시,주간,금요일,차대차,측면충돌,안전운전 의무 불이행,기타/불명,기타/불명,승합차,소형,화물차,중형,1,0,1,0,0
남양주시,2013,2013-12-04 13시,주간,수요일,차량단독,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,사발이,없음,없음,1,0,1,0,0
평택시,2013,2013-12-03 22시,야간,화요일,차대차,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,특수차,대형,화물차,소형,1,0,1,0,0
양주시,2013,2013-12-03 18시,야간,화요일,차대사람,기타,안전운전 의무 불이행,교차로,교차로내,승용차,중형,보행자,보행자,1,0,1,0,0
